PUBCHEM_COMPOUND_CID,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_IUPAC_NAME,PUBCHEM_XLOGP3_AA,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT
536,2210,18,8,18,"3-[3,13,17-tris(2-carboxyethyl)-2,7,18-tris(carboxymethyl)-1,2,5,7,11,15,17-heptamethyl-12-methylidene-8,10,15,18,19,23-hexahydro-3H-corrin-8-yl]propanoic acid",-0.3,C45H60N4O14,881.0,CC1C2=C(C(=C)C(N2)(CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)O)C)C)C(C3CCC(=O)O)(C)CC(=O)O)C)CCC(=O)O,310,0,63
537,2140,18,7,18,"3-[3,12,17-tris(2-carboxyethyl)-2,13,18-tris(carboxymethyl)-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanoic acid",0.4,C45H62N4O14,883.0,CC1C2C(C(C(=N2)CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)O)C)C)C(C3CCC(=O)O)(C)CC(=O)O)(C)C)CCC(=O)O,311,0,63
538,2140,16,7,18,"3-[13,18-bis(2-amino-2-oxoethyl)-3,12,17-tris(2-carboxyethyl)-2-(carboxymethyl)-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanoic acid",-0.9,C45H64N6O12,881.0,CC1C2C(C(C(=N2)CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)N)C)C)C(C3CCC(=O)O)(C)CC(=O)N)(C)C)CCC(=O)O,322,0,63
539,2150,16,7,18,"3-[13,18-bis(2-amino-2-oxoethyl)-3,12,17-tris(2-carboxyethyl)-2-(carboxymethyl)-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanoic acid;cobalt",,C45H64CoN6O12,940.0,CC1C2C(C(C(=N2)CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)N)C)C)C(C3CCC(=O)O)(C)CC(=O)N)(C)C)CCC(=O)O.[Co],322,0,64
540,31.3,2,1,0,cyanic acid,0.1,CHNO,43.025,C(#N)O,44,0,3
541,156,3,0,1,4-nitrobenzaldehyde,,C7H5NO3,151.12,C1=CC(=CC=C1C=O)[N+](=O)[O-],62.9,0,11
542,194,4,1,2,2-(5-oxo-2H-furan-2-yl)acetic acid,-0.2,C6H6O4,142.11,C1=CC(=O)OC1CC(=O)O,63.6,0,10
543,304,6,2,3,2-(carboxymethyl)-5-oxofuran-2-carboxylic acid,-0.7,C7H6O6,186.12,C1=CC(OC1=O)(CC(=O)O)C(=O)O,101,0,13
544,8,3,0,0,arsorite,,AsO3-3,122.920,[O-][As]([O-])[O-],69.2,-3,4
545,8,3,3,0,arsorous acid,,AsH3O3,125.944,O[As](O)O,60.7,0,4
546,133,5,3,2,2-phosphonoacetic acid,-2,C2H5O5P,140.03,C(C(=O)O)P(=O)(O)O,94.8,0,8
547,168,4,3,2,"2-(3,4-dihydroxyphenyl)acetic acid",,C8H8O4,168.15,C1=CC(=C(C=C1CC(=O)O)O)O,77.8,0,12
548,312,6,3,5,5-(hydroxymethylidene)-2-oxohept-3-enedioic acid,-0.1,C8H8O6,200.14,C(C(=CO)C=CC(=O)C(=O)O)C(=O)O,112,0,14
550,328,7,3,6,"5-oxopent-3-ene-1,2,5-tricarboxylic acid",-0.9,C8H8O7,216.14,C(C(C=CC(=O)C(=O)O)C(=O)O)C(=O)O,129,0,15
551,238,5,3,4,"2-hydroxyhepta-2,4-dienedioic acid",0.2,C7H8O5,172.13,C(C=CC=C(C(=O)O)O)C(=O)O,94.8,0,12
553,221,6,3,6,4-hydroxy-2-oxoheptanedioic acid,-1.2,C7H10O6,190.15,C(CC(=O)O)C(CC(=O)C(=O)O)O,112,0,13
554,148,2,0,0,"1,1-dimethylpyrrolidin-1-ium-2-carboxylate",1,C7H13NO2,143.18,C[N+]1(CCCC1C(=O)[O-])C,40.1,0,10
555,154,2,1,1,"1,1-dimethylpyrrolidin-1-ium-2-carboxylic acid",0.4,C7H14NO2+,144.19,C[N+]1(CCCC1C(=O)O)C,37.3,1,10
556,288,6,3,8,2-(3-carboxypropanoylamino)-5-oxopentanoic acid,-1.6,C9H13NO6,231.20,C(CC(C(=O)O)NC(=O)CCC(=O)O)C=O,121,0,16
557,124,3,1,1,1-methylpyrrolidine-2-carboxylic acid,-1.9,C6H11NO2,129.16,CN1CCCC1C(=O)O,40.5,0,9
558,208,4,3,5,5-(diaminomethylideneamino)-2-oxopentanoic acid,-1.6,C6H11N3O3,173.17,C(CC(=O)C(=O)O)CN=C(N)N,119,0,12
559,107,2,2,4,2-(4-oxobutyl)guanidine,-1.5,C5H11N3O,129.16,C(CC=O)CN=C(N)N,81.5,0,9
560,177,6,4,5,"3,4,6-trihydroxy-5-oxohexanoic acid",-2.4,C6H10O6,178.14,C(C(C(C(=O)CO)O)O)C(=O)O,115,0,12
561,259,7,2,7,"(5-methylsulfanyl-2,3-dioxopentyl) dihydrogen phosphate",-1.6,C6H11O6PS,242.19,CSCCC(=O)C(=O)COP(=O)(O)O,126,0,14
562,142,4,2,4,"1,2-dihydroxy-5-methylsulfanylpent-1-en-3-one",0.8,C6H10O3S,162.21,CSCCC(=O)C(=CO)O,82.8,0,10
563,62.7,3,1,3,3-methylsulfanylpropanoic acid,0.4,C4H8O2S,120.17,CSCCC(=O)O,62.6,0,7
564,83.1,3,2,5,6-aminohexanoic acid,,C6H13NO2,131.17,C(CCC(=O)O)CCN,63.3,0,9
566,109,2,1,1,acetic acid;phenylmercury,,C8H9HgO2,337.75,CC(=O)O.C1=CC=C(C=C1)[Hg],37.3,0,11
567,46.1,0,0,0,phenylmercury,,C6H5Hg,277.70,C1=CC=C(C=C1)[Hg],0,0,7
568,170,1,0,0,dibenzofuran,,C12H8O,168.19,C1=CC=C2C(=C1)C3=CC=CC=C3O2,13.1,0,13
569,207,3,3,1,"3-(2-hydroxyphenyl)benzene-1,2-diol",2.5,C12H10O3,202.21,C1=CC=C(C(=C1)C2=C(C(=CC=C2)O)O)O,60.7,0,15
570,322,4,2,4,"6-hydroxy-2-oxo-6-phenylhexa-3,5-dienoic acid",1.8,C12H10O4,218.20,C1=CC=C(C=C1)C(=CC=CC(=O)C(=O)O)O,74.6,0,16
571,310,6,3,12,4-(8-amino-8-oxo-1-sulfanyloctan-3-yl)sulfanyl-4-oxobutanoic acid,0.7,C12H21NO4S2,307.4,C(CCC(=O)N)CC(CCS)SC(=O)CCC(=O)O,124,0,19
572,166,5,3,4,3-[formyl(hydroxy)amino]propylphosphonic acid,-2.2,C4H10NO5P,183.10,C(CN(C=O)O)CP(=O)(O)O,98.1,0,11
573,1120,0,0,10,"1,3,3-trimethyl-2-[3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohexene",,C40H56,536.9,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,0,0,40
577,384,10,9,3,"[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]azanium",-5.6,C12H24NO10+,342.32,C(C1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)[NH3+])O)O)O,208,1,23
578,384,11,9,3,"6-[3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclohexane-1,2,3,4,5-pentol",-5.6,C12H23NO10,341.31,C(C1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)N)O)O)O,206,0,23
579,478,11,9,4,"N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]acetamide",-5.3,C14H25NO11,383.35,CC(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O,209,0,26
580,643,13,11,7,"2-acetamido-N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]-3-sulfanylpropanamide",-5.6,C17H30N2O12S,486.5,CC(=O)NC(CS)C(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O,240,0,32
581,148,4,3,3,2-acetamido-3-sulfanylpropanoic acid,,C5H9NO3S,163.20,CC(=O)NC(CS)C(=O)O,67.4,0,10
582,1420,26,20,17,"2-acetamido-3-[[2-acetamido-3-[[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]amino]-3-oxopropyl]disulfanyl]-N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]propanamide",-11.4,C34H58N4O24S2,971.0,CC(=O)NC(CSSCC(C(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O)NC(=O)C)C(=O)NC3C(C(C(OC3OC4C(C(C(C(C4O)O)O)O)O)CO)O)O,528,0,64
583,229,1,0,1,1-methyl-5-(1-methylpyridin-1-ium-3-yl)pyrrolidin-2-one,,C11H15N2O+,191.25,CN1C(CCC1=O)C2=C[N+](=CC=C2)C,24.2,1,14
584,273,4,2,1,2-hydroxychromene-2-carboxylic acid,,C10H8O4,192.17,C1=CC=C2C(=C1)C=CC(O2)(C(=O)O)O,66.8,0,14
585,257,4,2,3,4-(2-hydroxyphenyl)-2-oxobut-3-enoic acid,1.4,C10H8O4,192.17,C1=CC=C(C(=C1)C=CC(=O)C(=O)O)O,74.6,0,14
586,134,3,3,3,2-[carbamimidoyl(methyl)amino]acetic acid,-1.2,C4H9N3O2,131.13,CN(CC(=O)O)C(=N)N,90.4,0,9
587,271,6,4,4,2-[methyl-(N'-phosphonocarbamimidoyl)amino]acetic acid,-2.6,C4H10N3O5P,211.11,CN(CC(=O)O)C(=NP(=O)(O)O)N,136,0,13
588,151,1,1,0,2-amino-3-methyl-4H-imidazol-5-one,,C4H7N3O,113.12,CN1CC(=O)N=C1N,58.7,0,8
589,139,2,0,2,4-(trimethylazaniumyl)but-2-enoate,0.7,C7H13NO2,143.18,C[N+](C)(C)CC=CC(=O)[O-],40.1,0,10
590,144,2,1,3,3-carboxyprop-2-enyl(trimethyl)azanium,0.1,C7H14NO2+,144.19,C[N+](C)(C)CC=CC(=O)O,37.3,1,10
591,1570,22,9,23,"[4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobut-2-enyl]-trimethylazanium",-5.3,C28H48N8O17P3S+,893.7,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC[N+](C)(C)C)O,389,1,57
592,1460,22,9,21,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] but-2-enethioate",,C25H40N7O17P3S,835.6,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,389,0,53
593,855,14,7,8,"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",,C9H16N3O14P3,483.16,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,268,0,29
594,75.3,4,3,2,2-amino-3-sulfanylpropanoic acid,,C3H7NO2S,121.16,C(C(C(=O)O)N)S,64.3,0,7
595,192,8,4,7,2-amino-3-[(2-amino-2-carboxyethyl)disulfanyl]propanoic acid,-6.3,C6H12N2O4S2,240.3,C(C(C(=O)O)N)SSCC(C(=O)O)N,177,0,14
596,383,5,4,2,"4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",,C9H13N3O5,243.22,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,129,0,17
597,170,2,2,0,6-amino-1H-pyrimidin-2-one,,C4H5N3O,111.10,C1=C(NC(=O)N=C1)N,67.5,0,8
598,118,4,2,2,2-sulfanylethanesulfonic acid,-0.6,C2H6O3S2,142.20,C(CS(=O)(=O)O)S,63.8,0,7
599,195,6,3,4,2-hydroxy-4-oxopentanedioic acid,,C5H6O6,162.10,C(C(C(=O)O)O)C(=O)C(=O)O,112,0,11
600,311,9,5,3,"(3,4,5-trihydroxy-6-oxooxan-2-yl)methyl dihydrogen phosphate",-3.7,C6H11O9P,258.12,C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)(O)O,154,0,16
601,169,4,3,3,2-(2-aminopropanoylamino)propanoic acid,-3.3,C6H12N2O3,160.17,CC(C(=O)NC(C)C(=O)O)N,92.4,0,11
602,61.8,3,2,1,2-aminopropanoic acid,,C3H7NO2,89.09,CC(C(=O)O)N,63.3,0,6
603,273,9,6,7,"(2,3,4,6-tetrahydroxy-5-oxohexyl) dihydrogen phosphate",-4.3,C6H13O9P,260.14,C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O,165,0,16
604,170,7,6,5,"2,3,4,5,6-pentahydroxyhexanoic acid",-3.4,C6H12O7,196.16,C(C(C(C(C(C(=O)O)O)O)O)O)O,138,0,13
605,1560,23,10,24,"[4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-hydroxy-4-oxobutyl]-trimethylazanium",-6.3,C28H50N8O18P3S+,911.7,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C[N+](C)(C)C)O)O,409,1,58
606,246,7,5,5,"[2,3-dihydroxy-3-(1H-imidazol-5-yl)propyl] dihydrogen phosphate",-3.2,C6H11N2O6P,238.14,C1=C(NC=N1)C(C(COP(=O)(O)O)O)O,136,0,15
607,202,8,6,5,"2,3,4,5-tetrahydroxyhexanedioic acid",,C6H10O8,210.14,C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,156,0,14
608,181,6,4,2,"5-(1,2-dihydroxyethyl)-3,4-dihydroxyoxolan-2-one",-2,C6H10O6,178.14,C(C(C1C(C(C(=O)O1)O)O)O)O,107,0,12
609,282,9,6,3,"(5-amino-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate",-6.8,C6H14NO8P,259.15,C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O,163,0,16
610,205,7,5,1,"3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",-2.3,C6H10O7,194.14,C1(C(C(OC(C1O)O)C(=O)O)O)O,127,0,13
611,145,5,3,4,2-aminopentanedioic acid,,C5H9NO4,147.13,C(CC(=O)O)C(C(=O)O)N,101,0,10
612,59.1,3,2,1,2-hydroxypropanoic acid,,C3H6O3,90.08,CC(C(=O)O)O,57.5,0,6
613,1530,24,10,22,"3-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-methyl-3-oxopropanoic acid",-5.4,C25H40N7O19P3S,867.6,CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,426,0,55
614,103,3,2,1,pyrrolidine-2-carboxylic acid,,C5H9NO2,115.13,C1CC(NC1)C(=O)O,49.3,0,8
615,234,8,5,6,"(3,4,5-trihydroxy-2-oxopentyl) dihydrogen phosphate",-3.7,C5H11O8P,230.11,C(C(C(C(=O)COP(=O)(O)O)O)O)O,145,0,14
616,313,10,7,8,"(2,3,4,5,7-pentahydroxy-6-oxoheptyl) dihydrogen phosphate",-5,C7H15O10P,290.16,C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O,185,0,18
617,72.6,4,3,2,2-amino-3-hydroxypropanoic acid,,C3H7NO3,105.09,C(C(C(=O)O)N)O,83.6,0,7
618,240,9,7,7,"2,3,4,5,6-pentahydroxyhexyl dihydrogen phosphate",-4.7,C6H15O9P,262.15,C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O,168,0,16
619,113,5,4,4,"1,3,4,5-tetrahydroxypentan-2-one",-2.6,C5H10O5,150.13,C(C(C(C(=O)CO)O)O)O,98,0,10
620,607,13,5,6,[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate,,C10H15N5O9P2,411.20,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O,212,0,26
621,452,10,4,4,[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate,,C10H14N5O6P,331.22,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O,166,0,22
622,769,16,6,8,[[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate,,C10H16N5O12P3,491.18,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,259,0,30
623,660,10,5,6,[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate,,C9H15N3O10P2,387.18,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O,201,0,24
624,502,7,4,4,[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate,,C9H14N3O7P,307.20,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O,155,0,20
625,823,13,6,8,[[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate,,C9H16N3O13P3,467.16,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,248,0,28
626,147,6,5,5,"3,4,5,6-tetrahydroxyhexanoic acid",-2.8,C6H12O6,180.16,C(C(C(C(CO)O)O)O)C(=O)O,118,0,12
627,177,6,4,5,"4,5,6-trihydroxy-3-oxohexanoic acid",-2.3,C6H10O6,178.14,C(C(C(C(=O)CC(=O)O)O)O)O,115,0,12
628,1130,19,8,11,"1-[5-[[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]pyridin-1-ium-3-carboxylic acid",,C21H27N6O15P2+,665.4,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)O,312,1,44
629,783,8,6,9,"3-[[3-amino-5-[carbamimidoyl(methyl)amino]pentanoyl]amino]-6-(2,4-dioxopyrimidin-1-yl)-3,6-dihydro-2H-pyran-2-carboxylic acid",-4.9,C17H25N7O6,423.4,CN(CCC(CC(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=O)NC2=O)N)C(=N)N,204,0,30
630,249,6,4,1,"1,3,4-trihydroxy-5-oxocyclohexane-1-carboxylic acid",-2.4,C7H10O6,190.15,C1C(C(C(=O)CC1(C(=O)O)O)O)O,115,0,13
631,231,3,2,16,2-amino-1-hydroxyoctadecan-3-one,5.7,C18H37NO2,299.5,CCCCCCCCCCCCCCCC(=O)C(CO)N,63.3,0,21
632,246,5,2,2,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylic acid",-0.2,C7H9NO4,171.15,C1CC(N=C(C1)C(=O)O)C(=O)O,87,0,12
633,1420,2,0,23,"2-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)naphthalene-1,4-dione",,C50H70O2,703.1,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC(=O)C2=CC=CC=C2C1=O)C)C)C)C)C)C)C)C,34.1,0,52
634,213,7,4,3,[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl] dihydrogen phosphate,-2.1,C5H11O7P,214.11,C1C(C(OC1OP(=O)(O)O)CO)O,116,0,13
635,213,7,4,3,"(3,5-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate",-2.6,C5H11O7P,214.11,C1C(C(OC1O)COP(=O)(O)O)O,116,0,13
636,307,7,3,2,5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol,,C10H13N5O3,251.24,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O,119,0,18
637,355,4,3,2,4-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one,,C9H13N3O4,227.22,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O,108,0,16
640,343,5,3,2,"1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",,C9H12N2O5,228.20,C1C(C(OC1N2C=CC(=O)NC2=O)CO)O,99.1,0,16
641,221,7,4,5,"(2,3-dihydroxy-4-oxopentyl) dihydrogen phosphate",-3.1,C5H11O7P,214.11,CC(=O)C(C(COP(=O)(O)O)O)O,124,0,13
642,1100,18,9,16,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] hydrogen phosphate",,C21H35N7O13P2S,687.6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O,301,0,44
643,243,3,3,6,6-(5-methyl-2-oxoimidazolidin-4-yl)hexanoic acid,0.8,C10H18N2O3,214.26,CC1C(NC(=O)N1)CCCCCC(=O)O,78.4,0,15
647,299,7,3,5,3-methylbut-2-enyl phosphono hydrogen phosphate,-1.1,C5H12O7P2,246.09,CC(=CCOP(=O)(O)OP(=O)(O)O)C,113,0,14
648,225,4,3,1,"2,6-dioxo-1,3-diazinane-4-carboxylic acid",-1.5,C5H6N2O4,158.11,C1C(NC(=O)NC1=O)C(=O)O,95.5,0,11
649,132,2,2,0,"1,3-diazinane-2,4-dione",-1.1,C4H6N2O2,114.10,C1CNC(=O)NC1=O,58.2,0,8
650,71.5,2,0,1,"butane-2,3-dione",,C4H6O2,86.09,CC(=O)C(=O)C,34.1,0,6
652,151,4,3,7,"7,8-diaminononanoic acid",-2.3,C9H20N2O2,188.27,CC(C(CCCCCC(=O)O)N)N,89.3,0,13
654,103,4,1,4,diethyl hydrogen phosphate,-0.3,C4H11O4P,154.10,CCOP(=O)(O)OCC,55.8,0,9
655,106,4,1,4,diethoxy-hydroxy-sulfanylidene-lambda5-phosphane,1.4,C4H11O3PS,170.17,CCOP(=S)(O)OCC,70.8,0,9
656,804,13,8,26,"13-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxydocosanoic acid",5.3,C34H64O13,680.9,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O,216,0,47
657,908,14,7,28,"13-[3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxydocosanoic acid",5.3,C36H66O14,722.9,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)COC(=O)C)O)O)O,222,0,50
658,1010,15,6,30,"13-[6-(acetyloxymethyl)-3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxydocosanoic acid",5.3,C38H68O15,764.9,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)COC(=O)C)O)O)OC2C(C(C(C(O2)COC(=O)C)O)O)O,228,0,53
660,165,2,0,0,"3,4-dihydrochromen-2-one",1.6,C9H8O2,148.16,C1CC(=O)OC2=CC=CC=C21,26.3,0,11
662,392,6,4,1,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",1.8,C15H12O6,288.25,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,107,0,21
663,130,3,3,7,"6,8-bis(sulfanyl)octanamide",1.1,C8H17NOS2,207.4,C(CCC(=O)N)CC(CCS)S,45.1,0,12
667,1910,18,11,20,"3-[7,13,17-tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-3,8-dimethyl-2,7,9,10,15,21,23,24-octahydroporphyrin-2-yl]propanoic acid",-0.1,C42H50N4O16,866.9,CC1(C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)C=C5C(C(C(=CC(=N2)C1CCC(=O)O)N5)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)CC(=O)O,354,0,62
668,158,6,3,4,(3-hydroxy-2-oxopropyl) dihydrogen phosphate,-2.5,C3H7O6P,170.06,C(C(=O)COP(=O)(O)O)O,104,0,10
669,183,6,3,4,(2-hydroxy-3-oxobutyl) dihydrogen phosphate,-2.5,C4H9O6P,184.08,CC(=O)C(COP(=O)(O)O)O,104,0,11
670,44,3,2,2,"1,3-dihydroxypropan-2-one",-1.4,C3H6O3,90.08,C(C(=O)CO)O,57.5,0,6
671,253,4,3,1,"1,4-dihydroxynaphthalene-2-carboxylic acid",2.5,C11H8O4,204.18,C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)O,77.8,0,15
